product_id,product_name,customer_id,customer_name,category,Year,Month,order_date,gender,city,state,loyalty_points,Total_revenue,Total_quantity,Total_orders,Avg_revenue,Avg_quantity,Avg_loyalty_points,Min_price,Max_price
P207,Microwave Oven,C0319,Meena Mehta,HOME & LIVING,2025,3,2025-03-27,M,Pune,Tamil Nadu,null,48886.200000000004,1,1,48886.200000000004,1,null,54318.00,54318.00
P204,Nike Shoes,C0010,Sneha Iyer,ELECTRONICS,2025,3,2025-03-22,M,Lucknow,Maharashtra,null,49100,2,1,49100,2,null,24550.00,24550.00
P203,Sony Headphones,C0871,Rohan Rao,FASHION,2025,1,2025-01-25,F,Delhi,Tamil Nadu,null,null,1,1,null,1,null,null,null
P204,Nike Shoes,C0126,Rohan Mehta,ELECTRONICS,2025,1,2025-01-08,F,Hyderabad,Maharashtra,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0757,Anjali Singh,ELECTRONICS,2025,1,2025-01-09,F,Pune,Telangana,null,69101.1,3,1,69101.1,3,null,25593.00,25593.00
P208,Refrigerator,C0794,Amit Rao,FASHION,2025,3,2025-03-13,M,Jaipur,Uttar Pradesh,null,154580,2,1,154580,2,null,77290.00,77290.00
P202,Samsung TV,C0782,Meena Sharma,FASHION,2025,2,2025-02-16,F,Kolkata,Rajasthan,965,61023,1,1,61023,1,965,61023.00,61023.00
P210,Air Conditioner,C0276,Karan Das,ELECTRONICS,2025,3,2025-03-12,F,Jaipur,Tamil Nadu,null,null,1,1,null,1,null,null,null
P205,Levi Jeans,C0252,Meena Gupta,HOME & LIVING,2025,1,2025-01-08,F,Kolkata,Karnataka,null,null,2,1,null,2,null,null,null
P205,Levi Jeans,C0974,Sneha Kapoor,ELECTRONICS,2025,2,2025-02-11,M,Kolkata,Rajasthan,122,null,3,1,null,3,122,null,null
P209,Office Chair,C0370,Karan Kapoor,HOME & LIVING,2025,3,2025-03-01,F,Jaipur,Uttar Pradesh,null,62928,1,1,62928,1,null,69920.00,69920.00
P201,iPhone 15,C0996,Neha Das,ELECTRONICS,2025,3,2025-03-17,F,Delhi,West Bengal,null,47066.4,3,1,47066.4,3,null,17432.00,17432.00
P201,iPhone 15,C0938,null,FASHION,2025,3,2025-03-28,null,null,null,null,1082,1,1,1082,1,null,1082.00,1082.00
P204,Nike Shoes,C0661,Karan Rao,FASHION,2025,1,2025-01-13,F,Bangalore,Tamil Nadu,null,null,1,1,null,1,null,null,null
P210,Air Conditioner,C0585,Neha Singh,ELECTRONICS,2025,1,2025-01-18,M,Mumbai,Telangana,null,null,2,1,null,2,null,null,null
P209,Office Chair,C0910,Karan Iyer,ELECTRONICS,2025,1,2025-01-29,M,Pune,Delhi,null,22098,3,1,22098,3,null,7366.00,7366.00
P207,Microwave Oven,C0268,Anjali Gupta,ELECTRONICS,2025,3,2025-03-08,M,Bangalore,Karnataka,724,134204.6,2,1,134204.6,2,724,70634.00,70634.00
P209,Office Chair,C0655,Arjun Sharma,FASHION,2025,3,2025-03-14,F,Delhi,Karnataka,null,63862.200000000004,2,1,63862.200000000004,2,null,35479.00,35479.00
P204,Nike Shoes,C0486,Sneha Das,HOME & LIVING,2025,2,2025-02-20,F,Chennai,Karnataka,null,46530.9,1,1,46530.9,1,null,51701.00,51701.00
P210,Air Conditioner,C0212,Meena Gupta,ELECTRONICS,2025,1,2025-01-18,F,Mumbai,Maharashtra,null,null,3,1,null,3,null,null,null
P210,Air Conditioner,C0201,Neha Kapoor,ELECTRONICS,2025,2,2025-02-24,F,Delhi,Uttar Pradesh,1044,null,1,1,null,1,1044,null,null
P208,Refrigerator,C0451,Amit Mehta,HOME & LIVING,2025,2,2025-02-26,F,Kolkata,Uttar Pradesh,null,null,3,1,null,3,null,null,null
P202,Samsung TV,C0664,Amit Kapoor,ELECTRONICS,2025,3,2025-03-15,M,Kolkata,Maharashtra,1509,42050,2,1,42050,2,1509,21025.00,21025.00
P208,Refrigerator,C0465,Amit Sharma,FASHION,2025,1,2025-01-24,F,Kolkata,West Bengal,993,null,1,1,null,1,993,null,null
P210,Air Conditioner,C0037,null,FASHION,2025,2,2025-02-13,null,null,null,null,82391.40000000001,2,1,82391.40000000001,2,null,45773.00,45773.00
P209,Office Chair,C0371,Amit Iyer,HOME & LIVING,2025,3,2025-03-12,M,Bangalore,Delhi,null,null,2,1,null,2,null,null,null
P201,iPhone 15,C0295,Sneha Iyer,HOME & LIVING,2025,3,2025-03-12,F,Lucknow,Delhi,null,32481.9,1,1,32481.9,1,null,36091.00,36091.00
P205,Levi Jeans,C0644,Neha Das,ELECTRONICS,2025,1,2025-01-04,F,Pune,Telangana,1174,25786,1,1,25786,1,1174,25786.00,25786.00
P204,Nike Shoes,C0619,Amit Gupta,ELECTRONICS,2025,1,2025-01-18,M,Bangalore,West Bengal,1721,47379.6,2,1,47379.6,2,1721,26322.00,26322.00
P204,Nike Shoes,C0647,Pooja Mehta,HOME & LIVING,2025,1,2025-01-11,M,Pune,Rajasthan,null,null,3,1,null,3,null,null,null
P206,HP Laptop,C0512,null,ELECTRONICS,2025,1,2025-01-10,null,null,null,null,97988.7,3,1,97988.7,3,null,34382.00,34382.00
P208,Refrigerator,C0208,Neha Kapoor,FASHION,2025,2,2025-02-11,F,Chennai,Karnataka,null,40545,1,1,40545,1,null,45050.00,45050.00
P204,Nike Shoes,C0343,Pooja Malhotra,HOME & LIVING,2025,1,2025-01-29,F,Lucknow,Uttar Pradesh,null,null,2,1,null,2,null,null,null
P207,Microwave Oven,C0560,Rahul Verma,ELECTRONICS,2025,3,2025-03-09,F,Pune,Delhi,null,126222.3,3,1,126222.3,3,null,46749.00,46749.00
P205,Levi Jeans,C0955,Meena Malhotra,HOME & LIVING,2025,1,2025-01-13,M,Lucknow,Uttar Pradesh,null,null,2,1,null,2,null,null,null
P208,Refrigerator,C0845,Anjali Iyer,ELECTRONICS,2025,1,2025-01-05,F,Hyderabad,Delhi,1783,92406,2,1,92406,2,1783,46203.00,46203.00
P205,Levi Jeans,C0111,Amit Singh,HOME & LIVING,2025,1,2025-01-10,F,Lucknow,Karnataka,511,81423.90000000001,3,1,81423.90000000001,3,511,30157.00,30157.00
P205,Levi Jeans,C0533,Karan Mehta,ELECTRONICS,2025,1,2025-01-03,M,Kolkata,Telangana,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0152,null,FASHION,2025,1,2025-01-30,null,null,null,null,null,1,1,null,1,null,null,null
P204,Nike Shoes,C0567,null,ELECTRONICS,2025,2,2025-02-14,null,null,null,null,null,2,1,null,2,null,null,null
P204,Nike Shoes,C0175,Neha Iyer,ELECTRONICS,2025,2,2025-02-07,F,Bangalore,Karnataka,null,null,1,1,null,1,null,null,null
P209,Office Chair,C0258,Sneha Malhotra,ELECTRONICS,2025,1,2025-01-20,M,Pune,Tamil Nadu,614,null,2,1,null,2,614,null,null
P203,Sony Headphones,C0657,Amit Das,HOME & LIVING,2025,2,2025-02-23,F,Delhi,Uttar Pradesh,null,2018,1,1,2018,1,null,2018.00,2018.00
P207,Microwave Oven,C0387,Arjun Das,HOME & LIVING,2025,2,2025-02-07,F,Mumbai,Tamil Nadu,1276,62615.700000000004,1,1,62615.700000000004,1,1276,69573.00,69573.00
P209,Office Chair,C0775,Rahul Singh,HOME & LIVING,2025,2,2025-02-19,M,Bangalore,Rajasthan,null,119463.45,3,1,119463.45,3,null,41917.00,41917.00
P210,Air Conditioner,C0554,Sneha Singh,HOME & LIVING,2025,2,2025-02-10,F,Pune,Tamil Nadu,null,null,1,1,null,1,null,null,null
null,Nike Shoes,C0830,Amit Mehta,FASHION,2025,1,2025-01-16,M,Hyderabad,Rajasthan,1162,14571,1,1,14571,1,1162,16190.00,16190.00
P201,iPhone 15,C0282,null,ELECTRONICS,2025,3,2025-03-15,null,null,null,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0275,Pooja Verma,HOME & LIVING,2025,3,2025-03-06,F,Delhi,Delhi,1469,138630.6,2,1,138630.6,2,1469,77017.00,77017.00
P210,Air Conditioner,C0666,Rahul Iyer,HOME & LIVING,2025,3,2025-03-20,F,Chennai,Delhi,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0665,Pooja Malhotra,HOME & LIVING,2025,1,2025-01-29,F,Jaipur,Rajasthan,null,null,1,1,null,1,null,null,null
P206,HP Laptop,C0070,Meena Verma,FASHION,2025,1,2025-01-08,F,Bangalore,Uttar Pradesh,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0514,Karan Iyer,ELECTRONICS,2025,1,2025-01-23,F,Delhi,Uttar Pradesh,null,50928.549999999996,1,1,50928.549999999996,1,null,53609.00,53609.00
P205,Levi Jeans,C0544,Meena Singh,ELECTRONICS,2025,2,2025-02-19,F,Jaipur,Tamil Nadu,1046,61284.6,1,1,61284.6,1,1046,68094.00,68094.00
P201,iPhone 15,C0903,Meena Iyer,HOME & LIVING,2025,3,2025-03-12,M,Bangalore,Rajasthan,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0616,Pooja Kapoor,ELECTRONICS,2025,3,2025-03-01,F,Mumbai,West Bengal,null,14897.9,2,1,14897.9,2,null,7841.00,7841.00
P203,Sony Headphones,C0057,Pooja Gupta,FASHION,2025,3,2025-03-06,F,Delhi,Telangana,1869,160101.6,3,1,160101.6,3,1869,56176.00,56176.00
P203,Sony Headphones,C0847,Rahul Verma,FASHION,2025,1,2025-01-25,F,Mumbai,Delhi,null,null,1,1,null,1,null,null,null
P204,Nike Shoes,C0994,Rahul Rao,ELECTRONICS,2025,3,2025-03-07,F,Chennai,West Bengal,null,39128,2,1,39128,2,null,19564.00,19564.00
P203,Sony Headphones,C0446,Meena Das,ELECTRONICS,2025,1,2025-01-18,M,Bangalore,Telangana,null,null,1,1,null,1,null,null,null
P210,Air Conditioner,C0799,Pooja Gupta,HOME & LIVING,2025,1,2025-01-19,F,Bangalore,Tamil Nadu,595,null,1,1,null,1,595,null,null
P202,Samsung TV,C0034,Amit Mehta,HOME & LIVING,2025,3,2025-03-21,M,Jaipur,West Bengal,null,null,1,1,null,1,null,null,null
P207,Microwave Oven,C0252,Meena Gupta,ELECTRONICS,2025,3,2025-03-31,F,Kolkata,Karnataka,null,54451,1,1,54451,1,null,54451.00,54451.00
P204,Nike Shoes,C0586,Karan Das,ELECTRONICS,2025,2,2025-02-27,F,Kolkata,West Bengal,null,68642.1,1,1,68642.1,1,null,76269.00,76269.00
P206,HP Laptop,C0047,Anjali Sharma,ELECTRONICS,2025,2,2025-02-25,M,Kolkata,Uttar Pradesh,274,28153.8,1,1,28153.8,1,274,31282.00,31282.00
P209,Office Chair,C0516,Sneha Das,FASHION,2025,2,2025-02-28,F,Mumbai,West Bengal,797,null,3,1,null,3,797,null,null
P205,Levi Jeans,C0432,Rahul Verma,HOME & LIVING,2025,1,2025-01-07,M,Kolkata,Uttar Pradesh,null,null,1,1,null,1,null,null,null
P207,Microwave Oven,C0644,Neha Das,ELECTRONICS,2025,1,2025-01-29,F,Pune,Telangana,1174,47459,1,1,47459,1,1174,47459.00,47459.00
P201,iPhone 15,C0785,null,FASHION,2025,3,2025-03-14,null,null,null,null,151614.3,3,1,151614.3,3,null,53198.00,53198.00
P207,Microwave Oven,C0102,Rohan Sharma,HOME & LIVING,2025,3,2025-03-28,F,Bangalore,Delhi,null,null,2,1,null,2,null,null,null
P205,Levi Jeans,C0561,Pooja Mehta,ELECTRONICS,2025,3,2025-03-22,M,Hyderabad,West Bengal,null,81073,2,1,81073,2,null,42670.00,42670.00
P206,HP Laptop,C0419,Amit Rao,ELECTRONICS,2025,2,2025-02-08,M,Jaipur,Maharashtra,394,16846.35,3,1,16846.35,3,394,5911.00,5911.00
P202,Samsung TV,C0046,Amit Iyer,HOME & LIVING,2025,3,2025-03-23,F,Mumbai,Maharashtra,null,111894.79999999999,2,1,111894.79999999999,2,null,58892.00,58892.00
P202,Samsung TV,C0979,Sneha Malhotra,HOME & LIVING,2025,3,2025-03-18,F,Hyderabad,Rajasthan,null,43502,2,1,43502,2,null,21751.00,21751.00
P201,iPhone 15,C0264,Pooja Malhotra,FASHION,2025,3,2025-03-07,M,Mumbai,Maharashtra,1424,64013.4,2,1,64013.4,2,1424,35563.00,35563.00
P204,Nike Shoes,C0766,Arjun Rao,ELECTRONICS,2025,2,2025-02-19,F,Chennai,Uttar Pradesh,null,77926,2,1,77926,2,null,38963.00,38963.00
P202,Samsung TV,C0937,Karan Verma,FASHION,2025,3,2025-03-28,M,Lucknow,Telangana,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0570,Sneha Sharma,ELECTRONICS,2025,2,2025-02-22,F,Lucknow,Maharashtra,null,null,1,1,null,1,null,null,null
P210,Air Conditioner,C0752,Amit Sharma,ELECTRONICS,2025,1,2025-01-09,F,Lucknow,Karnataka,440,40438.8,1,1,40438.8,1,440,44932.00,44932.00
P202,Samsung TV,C0054,null,FASHION,2025,3,2025-03-20,null,null,null,null,null,2,1,null,2,null,null,null
P207,Microwave Oven,C0982,Arjun Iyer,ELECTRONICS,2025,3,2025-03-07,M,Jaipur,Uttar Pradesh,null,113533.2,2,1,113533.2,2,null,63074.00,63074.00
P208,Refrigerator,C0328,Anjali Gupta,HOME & LIVING,2025,1,2025-01-25,M,Kolkata,Uttar Pradesh,null,null,1,1,null,1,null,null,null
P204,Nike Shoes,C0235,Arjun Iyer,FASHION,2025,3,2025-03-19,M,Delhi,Delhi,1193,33342,3,1,33342,3,1193,11114.00,11114.00
P202,Samsung TV,C0457,Amit Gupta,ELECTRONICS,2025,1,2025-01-10,M,Delhi,Delhi,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0290,Anjali Mehta,ELECTRONICS,2025,2,2025-02-17,F,Pune,Maharashtra,634,57591,4,2,57591,2,634,31995.00,31995.00
P204,Nike Shoes,C0963,Anjali Kapoor,FASHION,2025,2,2025-02-28,M,Hyderabad,Rajasthan,null,52750.649999999994,1,1,52750.649999999994,1,null,55527.00,55527.00
P202,Samsung TV,C0523,Meena Sharma,HOME & LIVING,2025,2,2025-02-21,F,Jaipur,Tamil Nadu,1408,113095.59999999999,2,1,113095.59999999999,2,1408,59524.00,59524.00
P201,iPhone 15,C0470,Rohan Singh,FASHION,2025,1,2025-01-16,F,Kolkata,Tamil Nadu,null,null,2,1,null,2,null,null,null
P207,Microwave Oven,C0459,Meena Verma,HOME & LIVING,2025,2,2025-02-01,M,Chennai,Telangana,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0751,Pooja Malhotra,ELECTRONICS,2025,2,2025-02-13,M,Mumbai,Uttar Pradesh,1435,20350.8,1,1,20350.8,1,1435,22612.00,22612.00
P201,iPhone 15,C0811,Rohan Rao,ELECTRONICS,2025,3,2025-03-13,M,Pune,Telangana,null,68941.8,1,1,68941.8,1,null,76602.00,76602.00
P202,Samsung TV,C0108,Sneha Kapoor,FASHION,2025,3,2025-03-15,M,Bangalore,Rajasthan,1339,150268.5,3,1,150268.5,3,1339,55655.00,55655.00
P201,iPhone 15,C0003,Sneha Verma,FASHION,2025,1,2025-01-06,M,Jaipur,Maharashtra,null,null,1,1,null,1,null,null,null
null,Levi Jeans,C0278,Neha Mehta,FASHION,2025,3,2025-03-11,F,Delhi,Tamil Nadu,null,null,2,1,null,2,null,null,null
P208,Refrigerator,C0924,Anjali Verma,HOME & LIVING,2025,3,2025-03-10,M,Mumbai,Delhi,1855,null,3,1,null,3,1855,null,null
P210,Air Conditioner,C0377,Amit Malhotra,HOME & LIVING,2025,1,2025-01-31,M,Bangalore,Karnataka,616,215624.7,3,1,215624.7,3,616,79861.00,79861.00
P210,Air Conditioner,C0442,null,ELECTRONICS,2025,1,2025-01-16,null,null,null,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0743,Pooja Verma,FASHION,2025,1,2025-01-23,F,Pune,Maharashtra,null,null,1,1,null,1,null,null,null
P209,Office Chair,C0075,Rahul Malhotra,HOME & LIVING,2025,2,2025-02-14,F,Mumbai,Maharashtra,null,null,2,1,null,2,null,null,null
P203,Sony Headphones,C0264,Pooja Malhotra,ELECTRONICS,2025,1,2025-01-19,M,Mumbai,Maharashtra,1424,17841.600000000002,3,1,17841.600000000002,3,1424,6608.00,6608.00
P210,Air Conditioner,C0958,Amit Rao,ELECTRONICS,2025,1,2025-01-11,F,Mumbai,Maharashtra,428,112422.6,3,1,112422.6,3,428,41638.00,41638.00
P202,Samsung TV,C0719,Karan Mehta,HOME & LIVING,2025,3,2025-03-06,F,Hyderabad,West Bengal,null,131564.55,3,1,131564.55,3,null,46163.00,46163.00
P208,Refrigerator,C0928,null,HOME & LIVING,2025,1,2025-01-19,null,null,null,null,18200.7,1,1,18200.7,1,null,20223.00,20223.00
P205,Levi Jeans,C0919,Rahul Rao,HOME & LIVING,2025,3,2025-03-28,M,Pune,Karnataka,1307,141626,2,1,141626,2,1307,70813.00,70813.00
P210,Air Conditioner,C0425,Rahul Singh,ELECTRONICS,2025,2,2025-02-03,M,Chennai,Maharashtra,null,20489.6,2,1,20489.6,2,null,10784.00,10784.00
P202,Samsung TV,C0411,Sneha Rao,ELECTRONICS,2025,2,2025-02-25,F,Jaipur,Rajasthan,697,null,3,1,null,3,697,null,null
P204,Nike Shoes,C0079,Karan Mehta,ELECTRONICS,2025,2,2025-02-16,M,Jaipur,Delhi,1835,50910.5,2,1,50910.5,2,1835,26795.00,26795.00
P209,Office Chair,C1000,null,ELECTRONICS,2025,2,2025-02-22,null,null,null,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0060,Amit Verma,HOME & LIVING,2025,3,2025-03-05,F,Pune,West Bengal,null,null,3,1,null,3,null,null,null
P202,Samsung TV,C0418,Sneha Rao,ELECTRONICS,2025,1,2025-01-03,M,Chennai,West Bengal,null,92530.8,2,1,92530.8,2,null,51406.00,51406.00
P207,Microwave Oven,C0697,Meena Das,HOME & LIVING,2025,3,2025-03-16,M,Bangalore,Karnataka,null,null,2,1,null,2,null,null,null
null,Office Chair,C0033,Rohan Malhotra,ELECTRONICS,2025,3,2025-03-05,M,Bangalore,Karnataka,1000,48315,3,1,48315,3,1000,16105.00,16105.00
P206,HP Laptop,C0911,Rahul Kapoor,ELECTRONICS,2025,2,2025-02-01,M,Chennai,Maharashtra,1250,46358.1,1,1,46358.1,1,1250,48798.00,48798.00
P209,Office Chair,C0250,Sneha Iyer,HOME & LIVING,2025,3,2025-03-09,F,Mumbai,Delhi,null,59139,2,1,59139,2,null,32855.00,32855.00
P201,iPhone 15,C0372,Meena Rao,HOME & LIVING,2025,1,2025-01-31,M,Lucknow,Uttar Pradesh,null,null,1,1,null,1,null,null,null
P207,Microwave Oven,C0548,null,FASHION,2025,3,2025-03-12,null,null,null,null,27770.399999999998,2,1,27770.399999999998,2,null,14616.00,14616.00
P210,Air Conditioner,C0621,Rahul Mehta,ELECTRONICS,2025,3,2025-03-17,M,Lucknow,Karnataka,null,null,1,1,null,1,null,null,null
P204,Nike Shoes,null,null,ELECTRONICS,2025,2,2025-02-22,null,null,null,null,123287.40000000001,2,1,123287.40000000001,2,null,68493.00,68493.00
P205,Levi Jeans,C0704,Pooja Sharma,ELECTRONICS,2025,1,2025-01-21,M,Hyderabad,Maharashtra,null,null,3,1,null,3,null,null,null
P208,Refrigerator,C0364,Pooja Mehta,FASHION,2025,2,2025-02-01,F,Lucknow,West Bengal,null,16354,2,1,16354,2,null,8177.00,8177.00
P207,Microwave Oven,C0653,Karan Rao,ELECTRONICS,2025,2,2025-02-18,F,Bangalore,Uttar Pradesh,1796,86586,2,1,86586,2,1796,43293.00,43293.00
P208,Refrigerator,C0557,Pooja Das,FASHION,2025,2,2025-02-10,F,Bangalore,West Bengal,null,null,2,1,null,2,null,null,null
P210,Air Conditioner,C0262,Pooja Gupta,FASHION,2025,3,2025-03-18,F,Delhi,Rajasthan,null,null,1,1,null,1,null,null,null
P203,Sony Headphones,null,null,ELECTRONICS,2025,2,2025-02-19,null,null,null,null,66037,1,1,66037,1,null,66037.00,66037.00
P207,Microwave Oven,C0967,Amit Singh,FASHION,2025,3,2025-03-25,M,Kolkata,Delhi,1711,45079.200000000004,1,1,45079.200000000004,1,1711,50088.00,50088.00
P204,Nike Shoes,C0756,Sneha Malhotra,ELECTRONICS,2025,2,2025-02-02,F,Pune,Uttar Pradesh,2000,99222,2,1,99222,2,2000,49611.00,49611.00
P202,Samsung TV,C0120,Karan Das,ELECTRONICS,2025,1,2025-01-16,M,Mumbai,Uttar Pradesh,null,67844,1,1,67844,1,null,67844.00,67844.00
P201,iPhone 15,C0909,Anjali Mehta,ELECTRONICS,2025,1,2025-01-25,M,Jaipur,Karnataka,1765,134206.2,2,1,134206.2,2,1765,74559.00,74559.00
P209,Office Chair,C0740,Sneha Malhotra,HOME & LIVING,2025,1,2025-01-26,M,Bangalore,West Bengal,null,95520.6,2,1,95520.6,2,null,53067.00,53067.00
P201,iPhone 15,C0575,Rahul Gupta,FASHION,2025,1,2025-01-21,M,Mumbai,Uttar Pradesh,null,null,3,1,null,3,null,null,null
P210,Air Conditioner,C0026,Neha Das,HOME & LIVING,2025,3,2025-03-15,M,Jaipur,Tamil Nadu,178,68573,1,1,68573,1,178,68573.00,68573.00
P206,HP Laptop,C0803,Meena Das,ELECTRONICS,2025,3,2025-03-26,F,Hyderabad,Telangana,1659,null,3,1,null,3,1659,null,null
P204,Nike Shoes,C0130,Rahul Rao,ELECTRONICS,2025,2,2025-02-25,F,Lucknow,West Bengal,1895,null,1,1,null,1,1895,null,null
P201,iPhone 15,C0567,null,ELECTRONICS,2025,3,2025-03-23,null,null,null,null,174399,3,1,174399,3,null,58133.00,58133.00
P202,Samsung TV,C0101,Sneha Mehta,HOME & LIVING,2025,2,2025-02-21,M,Jaipur,West Bengal,null,20197,1,1,20197,1,null,21260.00,21260.00
P204,Nike Shoes,C0485,Sneha Singh,ELECTRONICS,2025,3,2025-03-14,M,Lucknow,Uttar Pradesh,1600,null,3,1,null,3,1600,null,null
P204,Nike Shoes,C0639,Sneha Das,ELECTRONICS,2025,1,2025-01-31,F,Kolkata,West Bengal,null,115414,2,1,115414,2,null,57707.00,57707.00
P204,Nike Shoes,C0335,Meena Rao,ELECTRONICS,2025,2,2025-02-05,F,Delhi,Telangana,null,9271.800000000001,2,1,9271.800000000001,2,null,5151.00,5151.00
P205,Levi Jeans,C0964,Amit Mehta,HOME & LIVING,2025,3,2025-03-12,M,Mumbai,Delhi,1832,null,3,1,null,3,1832,null,null
P207,Microwave Oven,C0413,Rohan Iyer,FASHION,2025,1,2025-01-24,M,Bangalore,Tamil Nadu,null,64867.5,1,1,64867.5,1,null,72075.00,72075.00
P203,Sony Headphones,C0524,Sneha Sharma,FASHION,2025,2,2025-02-18,M,Delhi,Tamil Nadu,null,1904,1,1,1904,1,null,1904.00,1904.00
P201,iPhone 15,C0497,null,FASHION,2025,3,2025-03-03,null,null,null,null,null,3,1,null,3,null,null,null
P207,Microwave Oven,C0805,Sneha Malhotra,HOME & LIVING,2025,3,2025-03-07,F,Lucknow,Karnataka,null,null,3,1,null,3,null,null,null
P205,Levi Jeans,C0077,Arjun Kapoor,FASHION,2025,1,2025-01-20,F,Mumbai,Maharashtra,null,null,2,1,null,2,null,null,null
P209,Office Chair,C0110,Meena Mehta,ELECTRONICS,2025,1,2025-01-13,F,Pune,Maharashtra,1025,null,2,1,null,2,1025,null,null
P209,Office Chair,C0969,Anjali Sharma,HOME & LIVING,2025,3,2025-03-26,F,Kolkata,West Bengal,null,20620,2,1,20620,2,null,10310.00,10310.00
P205,Levi Jeans,C0348,Meena Mehta,HOME & LIVING,2025,3,2025-03-20,F,Kolkata,Tamil Nadu,null,24706.8,1,1,24706.8,1,null,27452.00,27452.00
P207,Microwave Oven,C0735,Arjun Iyer,ELECTRONICS,2025,3,2025-03-05,F,Lucknow,Telangana,704,2456,2,1,2456,2,704,1228.00,1228.00
P203,Sony Headphones,C0168,Karan Rao,HOME & LIVING,2025,1,2025-01-02,M,Lucknow,Uttar Pradesh,1389,null,2,1,null,2,1389,null,null
P206,HP Laptop,C0253,Amit Verma,FASHION,2025,1,2025-01-21,F,Jaipur,Rajasthan,null,60183,2,1,60183,2,null,33435.00,33435.00
P209,Office Chair,C0454,Meena Kapoor,HOME & LIVING,2025,3,2025-03-17,F,Jaipur,Maharashtra,661,null,3,1,null,3,661,null,null
P204,Nike Shoes,C0342,Rahul Gupta,FASHION,2025,3,2025-03-22,M,Kolkata,Maharashtra,null,79534,2,1,79534,2,null,41860.00,41860.00
P202,Samsung TV,C0276,Karan Das,FASHION,2025,2,2025-02-12,F,Jaipur,Tamil Nadu,null,211307.4,3,1,211307.4,3,null,78262.00,78262.00
P204,Nike Shoes,C0270,Sneha Singh,ELECTRONICS,2025,2,2025-02-05,F,Bangalore,Rajasthan,null,48874.5,1,1,48874.5,1,null,54305.00,54305.00
P205,Levi Jeans,C0625,Arjun Gupta,HOME & LIVING,2025,3,2025-03-25,M,Jaipur,Maharashtra,null,null,2,1,null,2,null,null,null
P202,Samsung TV,C0637,Anjali Iyer,HOME & LIVING,2025,3,2025-03-25,F,Mumbai,West Bengal,null,null,1,1,null,1,null,null,null
P209,Office Chair,null,null,HOME & LIVING,2025,3,2025-03-12,null,null,null,null,24075.9,3,1,24075.9,3,null,8917.00,8917.00
P207,Microwave Oven,C0673,Sneha Mehta,ELECTRONICS,2025,1,2025-01-02,M,Chennai,Rajasthan,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0620,Rohan Kapoor,FASHION,2025,1,2025-01-14,M,Mumbai,Telangana,null,1648.8,1,1,1648.8,1,null,1832.00,1832.00
P205,Levi Jeans,C0087,Amit Mehta,ELECTRONICS,2025,2,2025-02-28,F,Lucknow,West Bengal,null,null,1,1,null,1,null,null,null
P208,Refrigerator,C0858,Sneha Verma,ELECTRONICS,2025,3,2025-03-08,F,Delhi,West Bengal,null,null,2,1,null,2,null,null,null
P210,Air Conditioner,C0416,Meena Kapoor,FASHION,2025,3,2025-03-26,M,Lucknow,Rajasthan,1943,206248.8,3,1,206248.8,3,1943,72368.00,72368.00
P210,Air Conditioner,C0471,Meena Das,ELECTRONICS,2025,2,2025-02-20,M,Delhi,Rajasthan,null,82551.2,2,1,82551.2,2,null,43448.00,43448.00
P206,HP Laptop,C0242,Pooja Iyer,HOME & LIVING,2025,1,2025-01-22,F,Jaipur,Maharashtra,304,null,3,1,null,3,304,null,null
P205,Levi Jeans,null,null,ELECTRONICS,2025,1,2025-01-13,null,null,null,null,75753,1,1,75753,1,null,75753.00,75753.00
P209,Office Chair,C0192,null,HOME & LIVING,2025,3,2025-03-27,null,null,null,null,null,2,1,null,2,null,null,null
P208,Refrigerator,C0521,Anjali Kapoor,FASHION,2025,3,2025-03-10,M,Jaipur,Rajasthan,null,null,1,1,null,1,null,null,null
P210,Air Conditioner,C0501,null,ELECTRONICS,2025,2,2025-02-27,null,null,null,null,122196.6,2,1,122196.6,2,null,67887.00,67887.00
P205,Levi Jeans,C0362,Sneha Malhotra,ELECTRONICS,2025,1,2025-01-24,F,Bangalore,West Bengal,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0766,Arjun Rao,FASHION,2025,1,2025-01-20,F,Chennai,Uttar Pradesh,null,29512,2,1,29512,2,null,14756.00,14756.00
P206,HP Laptop,C0549,Neha Singh,FASHION,2025,1,2025-01-08,M,Kolkata,Uttar Pradesh,1149,93970.8,2,1,93970.8,2,1149,52206.00,52206.00
P206,HP Laptop,C0876,null,ELECTRONICS,2025,1,2025-01-29,null,null,null,null,null,3,1,null,3,null,null,null
P205,Levi Jeans,C0515,Anjali Sharma,HOME & LIVING,2025,1,2025-01-02,M,Delhi,West Bengal,252,3355,1,1,3355,1,252,3355.00,3355.00
